text,text_clean,tokens,normalisasi,stopword,final_text,label,sterilisasi,stemming
"rony dozer meninggal dunia usai mengalami serangan jantung, ia diketahui memiliki kolesterol tinggi. ini daftar faktor risiko yang memicu serangan jantung. 
https://
health.detik.com/berita-detikhe
alth/d-5808627/rony-dozer-meninggal-serangan-jantung-mengintai-pemilik-kondisi-ini?utm_term=echoboxauto&utm_campaign=detikcomsocmed&utm_medium=oa&utm_content=detikhealth&utm_source=twitter#echobox=1636709787
…",rony dozer meninggal dunia usai mengalami serangan jantung ia diketahui memiliki kolesterol tinggi ini daftar faktor risiko yang memicu serangan jantung health detik com berita detikhe alth d rony dozer meninggal serangan jantung mengintai pemilik kondisi ini utm term echoboxauto utm campaign detikcomsocmed utm medium oa utm content detikhealth utm source twitter,"['rony', 'dozer', 'meninggal', 'dunia', 'usai', 'mengalami', 'serangan', 'jantung', 'ia', 'diketahui', 'memiliki', 'kolesterol', 'tinggi', 'ini', 'daftar', 'faktor', 'risiko', 'yang', 'memicu', 'serangan', 'jantung', 'health', 'detik', 'com', 'berita', 'detikhe', 'alth', 'd', 'rony', 'dozer', 'meninggal', 'serangan', 'jantung', 'mengintai', 'pemilik', 'kondisi', 'ini', 'utm', 'term', 'echoboxauto', 'utm', 'campaign', 'detikcomsocmed', 'utm', 'medium', 'oa', 'utm', 'content', 'detikhealth', 'utm', 'source', 'twitter']","['rony', 'dozer', 'meninggal', 'dunia', 'usai', 'mengalami', 'serangan', 'jantung', 'ia', 'diketahui', 'memiliki', 'kolesterol', 'tinggi', 'ini', 'daftar', 'faktor', 'risiko', 'yang', 'memicu', 'serangan', 'jantung', 'health', 'detik', 'com', 'berita', 'detikhe', 'alth', 'di', 'rony', 'dozer', 'meninggal', 'serangan', 'jantung', 'mengintai', 'pemilik', 'kondisi', 'ini', 'utm', 'term', 'echoboxauto', 'utm', 'campaign', 'detikcomsocmed', 'utm', 'medium', 'oa', 'utm', 'content', 'detikhealth', 'utm', 'source', 'twitter']","['rony', 'dozer', 'meninggal', 'dunia', 'usai', 'mengalami', 'serangan', 'jantung', 'diketahui', 'memiliki', 'kolesterol', 'tinggi', 'daftar', 'faktor', 'risiko', 'memicu', 'serangan', 'jantung', 'health', 'detik', 'com', 'berita', 'detikhe', 'alth', 'rony', 'dozer', 'meninggal', 'serangan', 'jantung', 'mengintai', 'pemilik', 'kondisi', 'utm', 'term', 'echoboxauto', 'utm', 'campaign', 'detikcomsocmed', 'utm', 'medium', 'oa', 'utm', 'content', 'detikhealth', 'utm', 'source', 'twitter']",rony dozer tinggal dunia usai alami serang jantung tahu milik kolesterol tinggi daftar faktor risiko picu serang jantung health detik com berita detikhe alth rony dozer tinggal serang jantung intai milik kondisi utm term echoboxauto utm campaign detikcomsocmed utm medium oa utm content detikhealth utm source twitter,berisiko,rony dozer tinggal dunia usai alami serang jantung tahu milik kolesterol tinggi daftar picu serang jantung health detik com berita detikhe alth rony dozer tinggal serang jantung intai milik kondisi utm term echoboxauto utm campaign detikcomsocmed utm medium oa utm content detikhealth utm source twitter,rony dozer tinggal dunia usai alami serang jantung tahu milik kolesterol tinggi daftar faktor risiko picu serang jantung health detik com berita detikhe alth rony dozer tinggal serang jantung intai milik kondisi utm term echoboxauto utm campaign detikcomsocmed utm medium oa utm content detikhealth utm source twitter
"11.semua kembali kepada ketetapan allah azza wa jalla.saat menulis laporan saya bertanya kepada dokter residen "" faktor resiko nya apa saja ya kok dibawah 40 tahun sudah serangan jantung berat ?"" 
dokter residen  berkata ""merokok dok"" #stoprokok",semua kembali kepada ketetapan allah azza wa jalla saat menulis laporan saya bertanya kepada dokter residen faktor resiko nya apa saja ya kok dibawah tahun sudah serangan jantung berat dokter residen berkata merokok dok,"['semua', 'kembali', 'kepada', 'ketetapan', 'allah', 'azza', 'wa', 'jalla', 'saat', 'menulis', 'laporan', 'saya', 'bertanya', 'kepada', 'dokter', 'residen', 'faktor', 'resiko', 'nya', 'apa', 'saja', 'ya', 'kok', 'dibawah', 'tahun', 'sudah', 'serangan', 'jantung', 'berat', 'dokter', 'residen', 'berkata', 'merokok', 'dok']","['semua', 'kembali', 'kepada', 'ketetapan', 'allah', 'azza', 'wa', 'jalla', 'saat', 'menulis', 'laporan', 'saya', 'bertanya', 'kepada', 'dokter', 'residen', 'faktor', 'resiko', 'nya', 'apa', 'saja', 'iya', 'kok', 'dibawah', 'tahun', 'sudah', 'serangan', 'jantung', 'berat', 'dokter', 'residen', 'berkata', 'merokok', 'dok']","['semua', 'ketetapan', 'allah', 'azza', 'wa', 'jalla', 'menulis', 'laporan', 'bertanya', 'dokter', 'residen', 'faktor', 'resiko', 'nya', 'apa', 'iya', 'kok', 'dibawah', 'tahun', 'serangan', 'jantung', 'berat', 'dokter', 'residen', 'berkata', 'merokok', 'dok']",semua tetap allah azza wa jalla tulis lapor tanya dokter residen faktor resiko nya apa iya kok bawah tahun serang jantung berat dokter residen kata rokok dok,berisiko,semua tetap allah azza wa jalla tulis lapor tanya residen resiko nya apa iya kok bawah tahun serang jantung berat residen kata rokok dok,semua tetap allah azza wa jalla tulis lapor tanya dokter residen faktor resiko nya apa iya kok bawah tahun serang jantung berat dokter residen kata rokok dok
"5. faktor penyebab munculnya penyakit lain

begadang juga dapat menimbulkan berbagai macam penyakit berbahaya lainnya dalam tubuh.

diantaranya adalah stroke, diabetes, jantung, serangan jantung, gagal jantung, peningkatan detak jantung dan tekanan darah tinggi.",faktor penyebab munculnya penyakit lain begadang juga dapat menimbulkan berbagai macam penyakit berbahaya lainnya dalam tubuh diantaranya adalah stroke diabetes jantung serangan jantung gagal jantung peningkatan detak jantung dan tekanan darah tinggi,"['faktor', 'penyebab', 'munculnya', 'penyakit', 'lain', 'begadang', 'juga', 'dapat', 'menimbulkan', 'berbagai', 'macam', 'penyakit', 'berbahaya', 'lainnya', 'dalam', 'tubuh', 'diantaranya', 'adalah', 'stroke', 'diabetes', 'jantung', 'serangan', 'jantung', 'gagal', 'jantung', 'peningkatan', 'detak', 'jantung', 'dan', 'tekanan', 'darah', 'tinggi']","['faktor', 'penyebab', 'munculnya', 'penyakit', 'lain', 'begadang', 'juga', 'dapat', 'menimbulkan', 'berbagai', 'macam', 'penyakit', 'berbahaya', 'lainnya', 'dalam', 'tubuh', 'diantaranya', 'adalah', 'stroke', 'diabetes', 'jantung', 'serangan', 'jantung', 'gagal', 'jantung', 'peningkatan', 'detak', 'jantung', 'dan', 'tekanan', 'darah', 'tinggi']","['faktor', 'penyebab', 'munculnya', 'penyakit', 'begadang', 'menimbulkan', 'berbagai', 'macam', 'penyakit', 'berbahaya', 'lainnya', 'tubuh', 'diantaranya', 'stroke', 'diabetes', 'jantung', 'serangan', 'jantung', 'gagal', 'jantung', 'peningkatan', 'detak', 'jantung', 'tekanan', 'darah', 'tinggi']",faktor sebab muncul sakit begadang timbul bagai macam sakit bahaya lain tubuh antara stroke diabetes jantung serang jantung gagal jantung tingkat detak jantung tekan darah tinggi,berisiko,sebab muncul sakit begadang timbul bagai macam sakit bahaya lain tubuh antara stroke diabetes jantung serang jantung gagal jantung tingkat detak jantung tekan darah tinggi,faktor sebab muncul sakit begadang timbul bagai macam sakit bahaya lain tubuh antara stroke diabetes jantung serang jantung gagal jantung tingkat detak jantung tekan darah tinggi
"hanya ketika kolesterol jahat menyebabkan plak menumpuk di arteri anda yang dianggap sebagai faktor risiko utama untuk serangan jantung, penyakit jantung dan stroke.",hanya ketika kolesterol jahat menyebabkan plak menumpuk di arteri anda yang dianggap sebagai faktor risiko utama untuk serangan jantung penyakit jantung dan stroke,"['hanya', 'ketika', 'kolesterol', 'jahat', 'menyebabkan', 'plak', 'menumpuk', 'di', 'arteri', 'anda', 'yang', 'dianggap', 'sebagai', 'faktor', 'risiko', 'utama', 'untuk', 'serangan', 'jantung', 'penyakit', 'jantung', 'dan', 'stroke']","['hanya', 'ketika', 'kolesterol', 'jahat', 'menyebabkan', 'plak', 'menumpuk', 'di', 'arteri', 'anda', 'yang', 'dianggap', 'sebagai', 'faktor', 'risiko', 'utama', 'untuk', 'serangan', 'jantung', 'penyakit', 'jantung', 'dan', 'stroke']","['kolesterol', 'jahat', 'menyebabkan', 'plak', 'menumpuk', 'arteri', 'dianggap', 'faktor', 'risiko', 'utama', 'serangan', 'jantung', 'penyakit', 'jantung', 'stroke']",kolesterol jahat sebab plak tumpuk arteri anggap faktor risiko utama serang jantung sakit jantung stroke,berisiko,kolesterol jahat sebab plak tumpuk arteri anggap utama serang jantung sakit jantung stroke,kolesterol jahat sebab plak tumpuk arteri anggap faktor risiko utama serang jantung sakit jantung stroke
"kolesterol tinggi adalah satu dari banyak faktor risiko penyakit jantung koroner yg bisa menyebabkan serangan jantung. 

merokok, diabetes, darah tinggi, kegemukan & jarang olah raga adalah faktor risiko yg lain. makin banyak faktor yg diidap, tentu makin tinggi risikonya.",kolesterol tinggi adalah satu dari banyak faktor risiko penyakit jantung koroner yg bisa menyebabkan serangan jantung merokok diabetes darah tinggi kegemukan jarang olah raga adalah faktor risiko yg lain makin banyak faktor yg diidap tentu makin tinggi risikonya,"['kolesterol', 'tinggi', 'adalah', 'satu', 'dari', 'banyak', 'faktor', 'risiko', 'penyakit', 'jantung', 'koroner', 'yg', 'bisa', 'menyebabkan', 'serangan', 'jantung', 'merokok', 'diabetes', 'darah', 'tinggi', 'kegemukan', 'jarang', 'olah', 'raga', 'adalah', 'faktor', 'risiko', 'yg', 'lain', 'makin', 'banyak', 'faktor', 'yg', 'diidap', 'tentu', 'makin', 'tinggi', 'risikonya']","['kolesterol', 'tinggi', 'adalah', 'satu', 'dari', 'banyak', 'faktor', 'risiko', 'penyakit', 'jantung', 'koroner', 'yang', 'bisa', 'menyebabkan', 'serangan', 'jantung', 'merokok', 'diabetes', 'darah', 'tinggi', 'kegemukan', 'jarang', 'olah', 'raga', 'adalah', 'faktor', 'risiko', 'yang', 'lain', 'makin', 'banyak', 'faktor', 'yang', 'diidap', 'tentu', 'makin', 'tinggi', 'risikonya']","['kolesterol', 'tinggi', 'satu', 'banyak', 'faktor', 'risiko', 'penyakit', 'jantung', 'koroner', 'menyebabkan', 'serangan', 'jantung', 'merokok', 'diabetes', 'darah', 'tinggi', 'kegemukan', 'jarang', 'olah', 'raga', 'faktor', 'risiko', 'makin', 'banyak', 'faktor', 'diidap', 'makin', 'tinggi', 'risikonya']",kolesterol tinggi satu banyak faktor risiko sakit jantung koroner sebab serang jantung rokok diabetes darah tinggi gemuk jarang olah raga faktor risiko makin banyak faktor idap makin tinggi risiko,berisiko,kolesterol tinggi satu banyak sakit jantung koroner sebab serang jantung rokok diabetes darah tinggi gemuk jarang olah raga makin banyak idap makin tinggi,kolesterol tinggi satu banyak faktor risiko sakit jantung koroner sebab serang jantung rokok diabetes darah tinggi gemuk jarang olah raga faktor risiko makin banyak faktor idap makin tinggi risiko
"serangan jantung ada banyak faktor penyebabnya, seperti kolestrol, diabetes, sering² cek kesehatan aja, gk cuma rokok doang yg jdi penyebab penyakit, pola makan, dll jg mempengaruhi.",serangan jantung ada banyak faktor penyebabnya seperti kolestrol diabetes sering cek kesehatan aja gk cuma rokok doang yg jdi penyebab penyakit pola makan dll jg mempengaruhi,"['serangan', 'jantung', 'ada', 'banyak', 'faktor', 'penyebabnya', 'seperti', 'kolestrol', 'diabetes', 'sering', 'cek', 'kesehatan', 'aja', 'gk', 'cuma', 'rokok', 'doang', 'yg', 'jdi', 'penyebab', 'penyakit', 'pola', 'makan', 'dll', 'jg', 'mempengaruhi']","['serangan', 'jantung', 'ada', 'banyak', 'faktor', 'penyebabnya', 'seperti', 'kolestrol', 'diabetes', 'sering', 'cek', 'kesehatan', 'saja', 'tidak', 'cuma', 'rokok', 'saja', 'yang', 'jadi', 'penyebab', 'penyakit', 'pola', 'makan', 'dan lain-lain', 'juga', 'mempengaruhi']","['serangan', 'jantung', 'banyak', 'faktor', 'penyebabnya', 'kolestrol', 'diabetes', 'sering', 'cek', 'kesehatan', 'cuma', 'rokok', 'jadi', 'penyebab', 'penyakit', 'pola', 'makan', 'dan lain-lain', 'mempengaruhi']",serang jantung banyak faktor sebab kolestrol diabetes sering cek sehat cuma rokok jadi sebab sakit pola makan dan lain pengaruh,berisiko,serang jantung banyak sebab kolestrol diabetes sering cek sehat cuma rokok jadi sebab sakit pola makan dan lain pengaruh,serang jantung banyak faktor sebab kolestrol diabetes sering cek sehat cuma rokok jadi sebab sakit pola makan dan lain pengaruh
"kalo angina biasanya ada faktor lain, masih muda < 30 th jarang siih jantung. lebih sering krn heartburn atau serangan panikk hehe",kalo angina biasanya ada faktor lain masih muda th jarang siih jantung lebih sering krn heartburn atau serangan panikk hehe,"['kalo', 'angina', 'biasanya', 'ada', 'faktor', 'lain', 'masih', 'muda', 'th', 'jarang', 'siih', 'jantung', 'lebih', 'sering', 'krn', 'heartburn', 'atau', 'serangan', 'panikk', 'hehe']","['kalau', 'angina', 'biasanya', 'ada', 'faktor', 'lain', 'masih', 'muda', 'th', 'jarang', 'siih', 'jantung', 'lebih', 'sering', 'karena', 'heartburn', 'atau', 'serangan', 'panikk', 'he']","['kalau', 'angina', 'biasanya', 'faktor', 'muda', 'th', 'jarang', 'siih', 'jantung', 'lebih', 'sering', 'heartburn', 'serangan', 'panikk', 'he']",kalau angina biasa faktor muda th jarang siih jantung lebih sering heartburn serang panikk he,tidak berisiko,kalau angina biasa muda th jarang siih jantung lebih sering heartburn serang panikk he,kalau angina biasa faktor muda th jarang siih jantung lebih sering heartburn serang panikk he
"harus melihat beberapa faktor kan? gak tiba² marah langsung serangan jantung gitu? atau bisa tanpa gejala, hidup sehat, semua normal, marah dikit langsung serangan jantung?
serius nanya ",harus melihat beberapa faktor kan gak tiba marah langsung serangan jantung gitu atau bisa tanpa gejala hidup sehat semua normal marah dikit langsung serangan jantung serius nanya,"['harus', 'melihat', 'beberapa', 'faktor', 'kan', 'gak', 'tiba', 'marah', 'langsung', 'serangan', 'jantung', 'gitu', 'atau', 'bisa', 'tanpa', 'gejala', 'hidup', 'sehat', 'semua', 'normal', 'marah', 'dikit', 'langsung', 'serangan', 'jantung', 'serius', 'nanya']","['harus', 'melihat', 'beberapa', 'faktor', 'kan', 'tidak', 'tiba', 'marah', 'langsung', 'serangan', 'jantung', 'begitu', 'atau', 'bisa', 'tanpa', 'gejala', 'hidup', 'sehat', 'semua', 'normal', 'marah', 'dikit', 'langsung', 'serangan', 'jantung', 'serius', 'bertanya']","['melihat', 'beberapa', 'faktor', 'kan', 'tiba', 'marah', 'langsung', 'serangan', 'jantung', 'gejala', 'hidup', 'sehat', 'semua', 'normal', 'marah', 'dikit', 'langsung', 'serangan', 'jantung', 'serius', 'bertanya']",lihat beberapa faktor kan tiba marah langsung serang jantung gejala hidup sehat semua normal marah dikit langsung serang jantung serius tanya,tidak berisiko,lihat beberapa kan tiba marah langsung serang jantung hidup sehat semua normal marah dikit langsung serang jantung serius tanya,lihat beberapa faktor kan tiba marah langsung serang jantung gejala hidup sehat semua normal marah dikit langsung serang jantung serius tanya
"capsaicin dalam cabai bermanfaat sebagai antiinflamasi yang menjadi salah sati faktor risiko dari serangan jantung. tidak hanya itu, cabai juga dapat mengurangi efek buruk dari kolesterol jahat.",capsaicin dalam cabai bermanfaat sebagai antiinflamasi yang menjadi salah sati faktor risiko dari serangan jantung tidak hanya itu cabai juga dapat mengurangi efek buruk dari kolesterol jahat,"['capsaicin', 'dalam', 'cabai', 'bermanfaat', 'sebagai', 'antiinflamasi', 'yang', 'menjadi', 'salah', 'sati', 'faktor', 'risiko', 'dari', 'serangan', 'jantung', 'tidak', 'hanya', 'itu', 'cabai', 'juga', 'dapat', 'mengurangi', 'efek', 'buruk', 'dari', 'kolesterol', 'jahat']","['capsaicin', 'dalam', 'cabai', 'bermanfaat', 'sebagai', 'antiinflamasi', 'yang', 'menjadi', 'salah', 'sati', 'faktor', 'risiko', 'dari', 'serangan', 'jantung', 'tidak', 'hanya', 'itu', 'cabai', 'juga', 'dapat', 'mengurangi', 'efek', 'buruk', 'dari', 'kolesterol', 'jahat']","['capsaicin', 'cabai', 'bermanfaat', 'antiinflamasi', 'menjadi', 'salah', 'sati', 'faktor', 'risiko', 'serangan', 'jantung', 'cabai', 'mengurangi', 'efek', 'buruk', 'kolesterol', 'jahat']",capsaicin cabai manfaat antiinflamasi jadi salah sat faktor risiko serang jantung cabai kurang efek buruk kolesterol jahat,berisiko,capsaicin cabai manfaat antiinflamasi jadi salah sat serang jantung cabai kurang efek buruk kolesterol jahat,capsaicin cabai manfaat antiinflamasi jadi salah sat faktor risiko serang jantung cabai kurang efek buruk kolesterol jahat
"faktor kesehatan, yang meliputi:
•hipertensi.
•diabetes.
•kolesterol tinggi.
•obesitas.
•penyakit jantung, seperti gagal jantung, penyakit jantung bawaan, infeksi jantung, atau aritmia.
•sleep apnea.
•pernah mengalami tia atau serangan jantung sebelumnya.",faktor kesehatan yang meliputi hipertensi diabetes kolesterol tinggi obesitas penyakit jantung seperti gagal jantung penyakit jantung bawaan infeksi jantung atau aritmia sleep apnea pernah mengalami tia atau serangan jantung sebelumnya,"['faktor', 'kesehatan', 'yang', 'meliputi', 'hipertensi', 'diabetes', 'kolesterol', 'tinggi', 'obesitas', 'penyakit', 'jantung', 'seperti', 'gagal', 'jantung', 'penyakit', 'jantung', 'bawaan', 'infeksi', 'jantung', 'atau', 'aritmia', 'sleep', 'apnea', 'pernah', 'mengalami', 'tia', 'atau', 'serangan', 'jantung', 'sebelumnya']","['faktor', 'kesehatan', 'yang', 'meliputi', 'hipertensi', 'diabetes', 'kolesterol', 'tinggi', 'obesitas', 'penyakit', 'jantung', 'seperti', 'gagal', 'jantung', 'penyakit', 'jantung', 'bawaan', 'infeksi', 'jantung', 'atau', 'aritmia', 'sleep', 'apnea', 'pernah', 'mengalami', 'tia', 'atau', 'serangan', 'jantung', 'sebelumnya']","['faktor', 'kesehatan', 'meliputi', 'hipertensi', 'diabetes', 'kolesterol', 'tinggi', 'obesitas', 'penyakit', 'jantung', 'gagal', 'jantung', 'penyakit', 'jantung', 'bawaan', 'infeksi', 'jantung', 'aritmia', 'sleep', 'apnea', 'pernah', 'mengalami', 'tia', 'serangan', 'jantung', 'sebelumnya']",faktor sehat liput hipertensi diabetes kolesterol tinggi obesitas sakit jantung gagal jantung sakit jantung bawa infeksi jantung aritmia sleep apnea pernah alami tia serang jantung belum,berisiko,sehat liput hipertensi diabetes kolesterol tinggi obesitas sakit jantung gagal jantung sakit jantung bawa infeksi jantung aritmia sleep apnea pernah alami tia serang jantung belum,faktor sehat liput hipertensi diabetes kolesterol tinggi obesitas sakit jantung gagal jantung sakit jantung bawa infeksi jantung aritmia sleep apnea pernah alami tia serang jantung belum
"terdapat beberapa faktor yang meningkatkan risiko stroke. selain stroke, faktor risiko ini juga dapat meningkatkan risiko serangan jantung. faktor-faktor tersebut meliputi:",terdapat beberapa faktor yang meningkatkan risiko stroke selain stroke faktor risiko ini juga dapat meningkatkan risiko serangan jantung faktor faktor tersebut meliputi,"['terdapat', 'beberapa', 'faktor', 'yang', 'meningkatkan', 'risiko', 'stroke', 'selain', 'stroke', 'faktor', 'risiko', 'ini', 'juga', 'dapat', 'meningkatkan', 'risiko', 'serangan', 'jantung', 'faktor', 'faktor', 'tersebut', 'meliputi']","['terdapat', 'beberapa', 'faktor', 'yang', 'meningkatkan', 'risiko', 'stroke', 'selain', 'stroke', 'faktor', 'risiko', 'ini', 'juga', 'dapat', 'meningkatkan', 'risiko', 'serangan', 'jantung', 'faktor', 'faktor', 'tersebut', 'meliputi']","['terdapat', 'beberapa', 'faktor', 'meningkatkan', 'risiko', 'stroke', 'stroke', 'faktor', 'risiko', 'meningkatkan', 'risiko', 'serangan', 'jantung', 'faktor', 'faktor', 'tersebut', 'meliputi']",dapat beberapa faktor tingkat risiko stroke stroke faktor risiko tingkat risiko serang jantung faktor faktor sebut liput,tidak berisiko,dapat beberapa tingkat stroke stroke tingkat serang jantung sebut liput,dapat beberapa faktor tingkat risiko stroke stroke faktor risiko tingkat risiko serang jantung faktor faktor sebut liput
"dan setelah dokter tau org meninggal karna serangan jantung, case closed?
tidak ada penyebab serangan jantung?
faktor keturunan, nsaid, obat terlarang, hipoksema atau yg lain termasuk sate?",dan setelah dokter tau org meninggal karna serangan jantung case closed tidak ada penyebab serangan jantung faktor keturunan nsaid obat terlarang hipoksema atau yg lain termasuk sate,"['dan', 'setelah', 'dokter', 'tau', 'org', 'meninggal', 'karna', 'serangan', 'jantung', 'case', 'closed', 'tidak', 'ada', 'penyebab', 'serangan', 'jantung', 'faktor', 'keturunan', 'nsaid', 'obat', 'terlarang', 'hipoksema', 'atau', 'yg', 'lain', 'termasuk', 'sate']","['dan', 'setelah', 'dokter', 'tahu', 'orang', 'meninggal', 'karena', 'serangan', 'jantung', 'case', 'closed', 'tidak', 'ada', 'penyebab', 'serangan', 'jantung', 'faktor', 'keturunan', 'nsaid', 'obat', 'terlarang', 'hipoksema', 'atau', 'yang', 'lain', 'termasuk', 'sate']","['dokter', 'tahu', 'orang', 'meninggal', 'serangan', 'jantung', 'case', 'closed', 'penyebab', 'serangan', 'jantung', 'faktor', 'keturunan', 'nsaid', 'obat', 'terlarang', 'hipoksema', 'termasuk', 'sate']",dokter tahu orang tinggal serang jantung case closed sebab serang jantung faktor turun nsaid obat larang hipoksema masuk sate,tidak berisiko,tahu tinggal serang jantung case closed sebab serang jantung turun nsaid obat larang hipoksema masuk sate,dokter tahu orang tinggal serang jantung case closed sebab serang jantung faktor turun nsaid obat larang hipoksema masuk sate
"waspadai 10 faktor pemicu serangan jantung ini, berikut cara pencegahannya 
https://
jogja.tribunnews.com/2021/10/09/was
padai-10-faktor-pemicu-serangan-jantung-ini-berikut-cara-pencegahannya
… via 
@tribunjogja",waspadai faktor pemicu serangan jantung ini berikut cara pencegahannya jogja tribunnews com was padai faktor pemicu serangan jantung ini berikut cara pencegahannya via,"['waspadai', 'faktor', 'pemicu', 'serangan', 'jantung', 'ini', 'berikut', 'cara', 'pencegahannya', 'jogja', 'tribunnews', 'com', 'was', 'padai', 'faktor', 'pemicu', 'serangan', 'jantung', 'ini', 'berikut', 'cara', 'pencegahannya', 'via']","['waspadai', 'faktor', 'pemicu', 'serangan', 'jantung', 'ini', 'berikut', 'cara', 'pencegahannya', 'jogja', 'tribunnews', 'com', 'was', 'padai', 'faktor', 'pemicu', 'serangan', 'jantung', 'ini', 'berikut', 'cara', 'pencegahannya', 'via']","['waspadai', 'faktor', 'pemicu', 'serangan', 'jantung', 'berikut', 'cara', 'pencegahannya', 'jogja', 'tribunnews', 'com', 'was', 'padai', 'faktor', 'pemicu', 'serangan', 'jantung', 'berikut', 'cara', 'pencegahannya', 'via']",waspada faktor picu serang jantung ikut cara cegah jogja tribunnews com was pada faktor picu serang jantung ikut cara cegah via,tidak berisiko,waspada picu serang jantung ikut jogja tribunnews com was pada picu serang jantung ikut via,waspada faktor picu serang jantung ikut cara cegah jogja tribunnews com was pada faktor picu serang jantung ikut cara cegah via
"banyak faktor bisa jadi penyebab serangan jantung, di antaranya gaya hidup tidak sehat sampai gangguan jantung dan pembuluh darah. 
http://
dlvr.it/s9bh48",banyak faktor bisa jadi penyebab serangan jantung di antaranya gaya hidup tidak sehat sampai gangguan jantung dan pembuluh darah dlvr it s bh,"['banyak', 'faktor', 'bisa', 'jadi', 'penyebab', 'serangan', 'jantung', 'di', 'antaranya', 'gaya', 'hidup', 'tidak', 'sehat', 'sampai', 'gangguan', 'jantung', 'dan', 'pembuluh', 'darah', 'dlvr', 'it', 's', 'bh']","['banyak', 'faktor', 'bisa', 'jadi', 'penyebab', 'serangan', 'jantung', 'di', 'antaranya', 'gaya', 'hidup', 'tidak', 'sehat', 'sampai', 'gangguan', 'jantung', 'dan', 'pembuluh', 'darah', 'dlvr', 'it', 's', 'bh']","['banyak', 'faktor', 'jadi', 'penyebab', 'serangan', 'jantung', 'antaranya', 'gaya', 'hidup', 'sehat', 'gangguan', 'jantung', 'pembuluh', 'darah', 'dlvr', 'it', 's', 'bh']",banyak faktor jadi sebab serang jantung antara gaya hidup sehat ganggu jantung buluh darah dlvr it s bh,tidak berisiko,banyak jadi sebab serang jantung antara gaya hidup sehat ganggu jantung buluh darah dlvr it s bh,banyak faktor jadi sebab serang jantung antara gaya hidup sehat ganggu jantung buluh darah dlvr it s bh
"ada jg yg dadakan, banyak faktor jg si kalo serangan jantung gitu",ada jg yg dadakan banyak faktor jg si kalo serangan jantung gitu,"['ada', 'jg', 'yg', 'dadakan', 'banyak', 'faktor', 'jg', 'si', 'kalo', 'serangan', 'jantung', 'gitu']","['ada', 'juga', 'yang', 'dadakan', 'banyak', 'faktor', 'juga', 'si', 'kalau', 'serangan', 'jantung', 'begitu']","['dadakan', 'banyak', 'faktor', 'si', 'kalau', 'serangan', 'jantung']",dada banyak faktor si kalau serang jantung,tidak berisiko,dada banyak si kalau serang jantung,dada banyak faktor si kalau serang jantung
"olahraga bukan pemicu beliau meninggal, tp serangan jantung.
serangan jantung bs terjadi kapan saja dan di mana saja terutama jika punya faktor risiko yg tdk terkontrol.",olahraga bukan pemicu beliau meninggal tp serangan jantung serangan jantung bs terjadi kapan saja dan di mana saja terutama jika punya faktor risiko yg tdk terkontrol,"['olahraga', 'bukan', 'pemicu', 'beliau', 'meninggal', 'tp', 'serangan', 'jantung', 'serangan', 'jantung', 'bs', 'terjadi', 'kapan', 'saja', 'dan', 'di', 'mana', 'saja', 'terutama', 'jika', 'punya', 'faktor', 'risiko', 'yg', 'tdk', 'terkontrol']","['olahraga', 'bukan', 'pemicu', 'beliau', 'meninggal', 'tapi', 'serangan', 'jantung', 'serangan', 'jantung', 'bisa', 'terjadi', 'kapan', 'saja', 'dan', 'di', 'mana', 'saja', 'terutama', 'jika', 'punya', 'faktor', 'risiko', 'yang', 'tidak', 'terkontrol']","['olahraga', 'bukan', 'pemicu', 'beliau', 'meninggal', 'serangan', 'jantung', 'serangan', 'jantung', 'terjadi', 'kapan', 'mana', 'terutama', 'punya', 'faktor', 'risiko', 'terkontrol']",olahraga bukan picu beliau tinggal serang jantung serang jantung jadi kapan mana utama punya faktor risiko kontrol,tidak berisiko,olahraga bukan picu beliau tinggal serang jantung serang jantung jadi kapan mana utama punya kontrol,olahraga bukan picu beliau tinggal serang jantung serang jantung jadi kapan mana utama punya faktor risiko kontrol
apa saja faktor pemicu gejala serangan jantung? via @p2ptmkemenkesri,apa saja faktor pemicu gejala serangan jantung via,"['apa', 'saja', 'faktor', 'pemicu', 'gejala', 'serangan', 'jantung', 'via']","['apa', 'saja', 'faktor', 'pemicu', 'gejala', 'serangan', 'jantung', 'via']","['apa', 'faktor', 'pemicu', 'gejala', 'serangan', 'jantung', 'via']",apa faktor picu gejala serang jantung via,tidak berisiko,apa picu serang jantung via,apa faktor picu gejala serang jantung via
